"","police","BLM","partyID"
"4164",70,70,4
"4165",84,68,1
"4166",15,85,1
"4167",85,0,5
"4168",87,47,3
"4169",50,0,5
"4170",86,9,6
"4171",-7,-7,7
"4172",89,85,2
"4173",-6,-6,7
"4174",100,60,1
"4175",70,0,7
"4176",100,70,3
"4177",57,52,1
"4178",85,40,7
"4179",60,85,1
"4180",-6,-6,1
"4181",70,85,1
"4182",70,50,6
"4183",85,60,6
"4184",-6,-6,7
"4185",-6,-6,3
"4186",85,15,7
"4187",85,60,5
"4188",72,73,3
"4189",-6,-6,6
"4190",100,15,7
"4191",98,85,1
"4192",-6,-6,2
"4193",75,20,6
"4194",100,50,6
"4195",70,-9,2
"4196",-7,-7,4
"4197",40,98,1
"4198",85,15,4
"4199",85,50,4
"4200",100,70,1
"4201",85,0,7
"4202",85,15,7
"4203",71,51,4
"4204",-6,-6,5
"4205",40,40,7
"4206",85,57,3
"4207",-6,-6,5
"4208",85,50,6
"4209",72,100,2
"4210",-6,-6,6
"4211",99,41,7
"4212",-6,-6,3
"4213",-6,-6,7
"4214",40,50,1
"4215",93,100,2
"4216",88,89,3
"4217",97,2,7
"4218",-7,-7,4
"4219",85,100,2
"4220",60,16,6
"4221",85,60,4
"4222",30,100,1
"4223",40,60,3
"4224",85,60,6
"4225",85,29,7
"4226",100,0,6
"4227",91,92,1
"4228",90,87,6
"4229",50,60,1
"4230",100,15,7
"4231",41,40,2
"4232",-6,-6,6
"4233",85,40,7
"4234",70,100,2
"4235",85,0,7
"4236",-6,-6,4
"4237",93,0,7
"4238",85,0,6
"4239",85,0,7
"4240",100,0,5
"4241",60,60,5
"4242",100,100,1
"4243",50,100,1
"4244",70,50,4
"4245",100,15,7
"4246",69,41,6
"4247",85,60,4
"4248",100,60,1
"4249",100,15,7
"4250",87,83,1
"4251",100,-9,4
"4252",79,2,7
"4253",45,100,2
"4254",46,9,6
"4255",100,50,2
"4256",100,9,5
"4257",-6,-6,4
"4258",-6,-6,1
"4259",-6,-6,5
"4260",85,39,7
"4261",85,30,7
"4262",-6,-6,1
"4263",73,98,7
"4264",-7,-7,2
"4265",100,52,1
"4266",50,60,2
"4267",85,86,1
"4268",84,18,1
"4269",72,0,2
"4270",80,99,1
"4271",-6,-6,6
